symbol,units,acquisition_date,acquisition_price,company_name,address,zip_code,nature,country,country_code,units_at_year_end,dividends_usd,proceeds_usd
S,44,2025-02-05,23.85,SentinelOne,444 Castro Street Suite 400 Mountain View CA,94041,Company,UNITED STATES OF AMERICA,2,44,0,0
