Country/Region name,Country Name and Code,Name of entity,Address of entity,ZIP Code,Nature of entity,Date of acquiring the interest,Initial value of the investment,Peak value of investment during the Period,Closing balance,Total gross amount paid/credited with respect to the holding during the period,Total gross proceeds from sale or redemption of investment during the period
UNITED STATES OF AMERICA,2,SentinelOne,444 Castro Street Suite 400 Mountain View CA,94041,Company,2025-03-05,237204.38,327299.7,201307.5,0.0,0.0
